"denominazione_regione","lat","ricoverati_con_sintomi","terapia_intensiva","isolamento_domiciliare","dimessi_guariti","deceduti","code","total","lon","center_x","center_y","r","index","x","y","vy","vx"
"Abruzzo","42.216666666667","3","0","2","0","0","13","5","13.833333333333",458.124498303482,481.1420501172729,2.4949135247408796,0,457.9867405939163,481.0195904512475,0.000019041952135557527,0.000021420732205083733
"Basilicata","40.5","0","0","0","0","0","17","0","16.5",631.7883003522712,615.6439377639663,0,1,631.595296167337,615.460860812196,0.000028467679733911038,0.00003001132185611034
"Calabria","39","0","0","1","0","0","18","1","16.5",638.5478900533218,733.5385737316155,1.1157592478608418,2,638.3579160537407,733.3166843292606,0.00003450284911075957,0.000029540141047532478
"Campania","40.75","4","0","13","0","0","15","17","14.783333333333",523.3260209727315,596.0262438126024,4.600393231689967,3,523.1709150962146,595.8501179405316,0.00002738681669366037,0.000024118297660273998
"Emilia-Romagna","44.75","148","16","160","0","11","08","335","11",273.7755526126515,283.67879560051733,20.421747335319818,4,273.6165443055353,283.61316251211827,0.000010205663369557492,0.000024725108858570573
"Friuli Venezia Giulia","46.1","0","0","9","0","0","06","9","13.116666666667",397.94445344900134,179.05170714910764,3.347277743582526,5,397.8353636124905,178.9905000045847,0.000009517448105058646,0.000016963001065875117
"Lazio","41.9","3","0","1","3","0","12","7","12.716666666667",389.96527268662,505.9151039834651,2.9520214928602644,6,389.8453941508933,505.7692319516589,0.000022682474464639453,0.00001864059745935818
"Liguria","44.45","12","1","5","4","0","07","22","8.7666666666667",137.64188625782947,306.98980046466886,5.233374760335229,7,137.59059519536473,306.87251213292836,0.000018237831863745156,0.000007975539931924851
"Lombardia","45.65","478","127","472","139","38","03","1254","9.95",206.55634157536247,213.87614012509903,39.511112978255724,8,206.52094108339372,213.81145254648868,0.000010058640658124264,0.000005504624465529101
"Marche","43.316666666667","17","6","11","0","1","11","35","13",402.13851075247965,395.2363069295466,6.600920729075961,9,401.99752536621617,395.12796055628223,0.00001684739572401507,0.00002192262206958064
"Molise","41.6997","0","0","0","0","0","14","0","14.6111",508.6091735149422,521.5939880792921,0,10,508.4818393253517,521.4181493711541,0.000027342163935406225,0.000019799919615162044
"Piemonte","45.25","12","2","37","0","0","01","51","7.9166666666667",83.45401674780715,244.87483380474941,7.968114812083006,11,83.42631204063075,244.81888910657815,0.000008699160298170356,0.000004307962981649222
"Puglia","41.008611111111","2","0","2","0","0","16","4","16.512777777778",630.2278965217012,575.7430948182009,2.2315184957216836,12,630.0129397189511,575.5764744175104,0.00002590875671746158,0.000033424859645863924
"Sardegna","40.05","0","0","0","0","0","20","0","9.0833333333333",168.79296369929818,650.9794213715627,0,13,168.75211037311064,650.7926485477918,0.000029042371957214338,0.000006352516768094554
"Sicilia","37.599958333333","2","0","3","2","0","19","7","14.015377777778",487.1812958869277,843.8301353652855,2.9520214928602644,14,487.02742619376033,843.5841555977678,0.00003824879743192942,0.000023926076458497415
"Toscana","43.35","7","0","5","1","0","09","13","11.016666666667",279.53323598135603,392.63687654875775,4.0229271792354,15,279.41270755125805,392.50023549938544,0.000021247096340765177,0.00001874165324298189
"Umbria","42.983333333333","0","0","2","0","0","10","2","12.566666666667",376.6313230409835,421.24314034713734,1.5779218606680065,16,376.5281191493267,421.1268063463135,0.00001808943750479808,0.00001604776191961863
"Valle d'Aosta","45.716666666667","0","0","0","0","0","02","0","7.3666666666667",48.718865504655696,208.71364194412718,0,17,48.69166847091561,208.65102638837274,0.00000973645000281152,0.00000422902194262322
"Veneto","45.733333333333","53","14","204","0","2","05","273","11.85",322.21166739327714,207.4231961704986,18.4353683141414,18,322.126946884812,207.33645140762945,0.000013488438080677839,0.000013173675214481137
"Trentino-Alto Adige","46.383333333333",1,0,0,0,0,"04",1,"11.416666666667",293.3773299582052,157.1527252669871,1.1157592478608418,19,293.1883453985448,157.3725952351934,-0.000034188835773580747,0.000029386287389237594